dr3_source_id,tm_tdb_bjd,period_d,radius_star_radius,semi_major_axis_stellar_radius,inclination_deg,e,u05,u1,u15,u2
123376685084303360,2454759.6875300002,3.7224793000,0.1320000000,12.7100000000,89.0300000000,0,0.5000000000,0.1000000000,0.1000000000,-0.1000000000
