dr3_source_id,impact_b_km,r_ast_m,d_obs_m,theta_star_mas,v_rel_kms,bright_ast_frac,wavelength_a,rho_geom_limit,reference_time,MODE
897081851953183872,2,2000,149600000000.0000000000,0.1000000000,0.5000000000,0,6000,5,2461024.2082666300,tianyu
