dr3_source_id,type,t0,period,q,incl,sma,teff1,r1,teff2,r2,max_flux
1624353745129989888,EW,2458684.125575,0.4884,3.61,69.01,3.57,6304.0,1.02,6052.0,1.8,3.849433735506956
